;Title;Tags;Author;Text;Date
426;City life is no fairy tale;['OPINION'];News;» After years of waiting, Bangkok voters will go to the much-anticipated gubernatorial election on May 22 to pick one of 17 candidates to tackle a myriad of problems the capital has been facing.;2022-04-04
427;A dangerous addiction;['OPINION'];Life;» Today is a much-awaited day for some, but it is also a day to waste money for others.;2022-04-04
428;Temple fraud haul B100m;['THAILAND'];News;» Crime Suppression Division (CSD) police have seized assets worth about 100 million baht from a man alleged to have embezzled about 190 million baht of funds intended for the renovation of Wat Bowon Niwet Vihara in Bangkok and its branch temples.;2022-04-04
429;Survey: Consumer confidence rallying;['BUSINESS'];Business;» A consumer confidence survey showed a large uptick in March from December 2021, with one possible outcome an increase in housing demand going forward, according to property research and consultancy Terra Media and Consulting Ltd.;2022-04-04
430;Gold-medal viewing;['BUSINESS'];Asia focus;» The Covid-19 pandemic left Olympic sporting venues almost empty of fans, but the experience of watching the Games has become richer and more enjoyable than ever thanks to cloud-enabled broadcasting technology.;2022-04-04
431;XE wave 'likely to be mild';['THAILAND'];News;» The Public Health Ministry on Sunday played down concerns raised by the detection of the first case of the XE Covid-19 strain in the country, saying there is no need to panic as it is not believed to result in as many complications as some previous mutations.;2022-04-04
432;Easter concert to raise funds for war victims;['LIFE'];Life;"» To mark the resurrection of Jesus from the dead, Neilson Hays Library is holding ""The Easter Concert"" to raise funds for humanitarian relief for victims of war, on Friday and Saturday at 7.30pm.";2022-04-04
433;Ruling PPRP aims to win 150 House seats;['THAILAND'];News;» The ruling Palang Pracharath Party (PPRP) aims to win at least 150 House seats in the next general election, according to party secretary-general Santi Promphat.;2022-04-04
434;Cooperation key on Mekong issues;['OPINION'];News;» In the coming months, the Mekong River Commission (MRC) will host a unique competition for university students from our four member countries: Cambodia, Laos, Thailand and Vietnam.;2022-04-04
435;Jet blues in Udon Thani;['THAILAND'];News;» In September, locals living in the vicinity of the Royal Thai Air Force (RTAF)'s airbase in Udon Thani lodged a petition with the House committee on foreign affairs about the noise pollution which aircraft in the area produce.;2022-04-04
436;Saleh shows class in 3rd stage;['SPORTS'];Sports;» Malaysia's Mohd Harrif Saleh of Terrangganu Polygon Cycling Team won the third stage of the Tour of Thailand 2022 on Sunday.;2022-04-04
437;Chiangmai vow to come back 'stronger';['SPORTS'];Sports;» Chiangmai United became the first Thai League 1 side to be relegated to the second tier after they could only manage a goalless draw with Chiang Rai United in a northern derby on Saturday night.;2022-04-04
438;UN forges bonds in war on drugs;['THAILAND'];News;» The United Nations Office on Drugs and Crime (UNODC) is seeking closer cooperation with Thailand to tackle narcotics issues in the region.;2022-04-04
439;Spicy bread and butter?;['REVIEW'];Life;» The increasing prevalence of bolder sport styling on new commercial vehicles might simply be evidence that vans, lorries and pick-up trucks inevitably follow where market trends for passenger cars lead. This week's road test subject, however, suggests that something more interesting could be afoot.;2022-04-04
440;Urban farming becoming key to food security;['THAILAND'];News;» Urban farming should be promoted as a means to improve food security, according to a recent forum organised by Chulalongkorn University's Research and Development Centre for Sustainable Development.;2022-04-04
441;DTAC-True merger looks set to sail through;['BUSINESS'];Business;» Despite staunch opposition from some consumer advocates and academics, the planned merger of True Corporation and Total Access Communications (DTAC) is expected to pass through legal and administrative checks as the regulator indicates it has no power to block the deal, only to iron out measures to govern it.;2022-04-04
442;Tearful Aleix Espargaro wins first MotoGP race at 200th attempt;['SPORTS'];AFP;"» TERMAS DE RIO HONDO, Argentina: Spain's Aleix Espargaro won his first MotoGP race at the 200th attempt in Argentina on Sunday and tearfully admitted: ""It's really special"".";2022-04-04
443;At least six dead in California shooting: police;['WORLD'];AFP;» SAN FRANCISCO - At least six people were killed and 10 others wounded in a shooting in the California state capital of Sacramento early Sunday, police said.;2022-04-04
444;At least six dead in California shooting: police;['WORLD'];AFP;» SAN FRANCISCO: At least six people were killed and 10 others wounded in a shooting in the California state capital of Sacramento early Sunday, police said.;2022-04-03
445;Hungary vote goes to wire as PM Orban seeks fourth term;['WORLD'];AFP;» BUDAPEST - Nationalist Hungarian Prime Minister Viktor Orban faced a tough challenge with a united opposition in an unpredictable general election on Sunday, after a campaign dominated by Russia's invasion of neighbouring Ukraine.;2022-04-03
446;Pakistan to go to the polls after PM Khan foils move to sack him;['WORLD'];AFP;» ISLAMABAD: Pakistan Prime Minister Imran Khan foiled an attempt to boot him from office Sunday by getting the president to dissolve the national assembly, meaning fresh elections must be held within three months.;2022-04-03
447;Shanghai asks entire city to self-test for Covid as frustration grows;['WORLD'];;» SHANGHAI: Shanghai on Sunday ordered its 26 million residents to undergo two more rounds of tests for Covid-19 as public anger grows over how authorities in China's most populous city are tackling a record coronavirus surge.;2022-04-03
448;PPRP aims to win 150 House seats at general election;['THAILAND'];Online Reporters;» The Palang Pracharath Party (PPRP) has set a target of at least 150 seats in the House of Representatives at the next general election, new party secretary-general Santi Prompat said on Sunday.;2022-04-03
449;Taliban bans drug cultivation, including lucrative opium;['WORLD'];Reuters;» KABUL: The Taliban announced on Sunday a ban on the cultivation of narcotics in Afghanistan, the world's biggest opium producer.;2022-04-03
450;Scientists risk arrest to sound climate alarm;['WORLD'];AFP;» PARIS - A loosely federated network of scientists in more than two dozen countries plan acts of civil disobedience starting this week to highlight the climate crisis, members of Scientist Rebellion told AFP.;2022-04-03
451;Missile strikes rock Odesa in south Ukraine;['WORLD'];AFP;» KYIV, Ukraine: Latest developments in the Russian war on Ukraine.;2022-04-03
452;Singapore won’t tighten rules if Covid cases rise: Straits Times;['WORLD'];;» Singapore will not need to tighten pandemic measures even if the number of Covid-19 cases starts to rise again, Finance Minister Lawrence Wong told The Straits Times.;2022-04-03
453;Third person charged with recklessness over Tangmo's death;['THAILAND'];;"» Wisapat ""Sand"" Manomairat reported to police on Sunday and was charged in connection with the drowning death of actress Nida ""Tangmo"" Patcharaveerapong.";2022-04-03
454;Serbians vote in 'stability' polls overshadowed by war in Ukraine;['WORLD'];AFP;» BELGRADE - Serbians headed to the polls on Sunday in elections that will likely see populist President Aleksandar Vucic extend his rule in the Balkan country, as he vows to provide stability amid war raging in Ukraine.;2022-04-03
455;Chilly rain forecast for much of the country;['THAILAND'];;» Falling temperatures, gusty winds and thunderstorms are expected in most parts of the country until Monday, the Meteorological Department warned on Sunday.;2022-04-03
456;B100m assets seized from alleged embezzler of temple funds;['THAILAND'];Online Reporters;» Crime Suppression Division (CSD) police have seized assets worth about 100 million baht from a man alleged to have embezzled about 190 million baht of funds intended for the renovation of Wat Bowonniwet Vihara and its branch temples, a police source said.;2022-04-03
